ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0609,Cornerstone Sport,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Cornerstone+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0610,CourtReserve,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=CourtReserve+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0611,CricKingdom,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,India,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,65,Medium,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=CricKingdom+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0612,CSM Sport & Entertainment,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=CSM+Sport+%26+Entertainment+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0613,Daxko,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Daxko+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0614,Endeavor,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Endeavor+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0615,Etix,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Etix+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0616,Excel Sports Management,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Excel+Sports+Management+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0617,EZFacility,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=EZFacility+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0618,Fuse,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Fuse+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0619,Glofox,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Glofox+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0620,GMR Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=GMR+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0621,Groundwala,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Groundwala+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0622,GW Sports App,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=GW+Sports+App+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0623,Hyrox,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Hyrox+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0624,IMG,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=IMG+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0625,Infront Sports & Media,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Infront+Sports+%26+Media+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0626,IOS Sports & Entertainment,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=IOS+Sports+%26+Entertainment+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0627,Ironman Group,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Ironman+Group+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0628,KheloMore,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Direct / Adjacent Competitor,75,Medium,Potential,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=KheloMore+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0629,Klutch Sports Group,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Klutch+Sports+Group+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0630,Lagardere Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Lagardere+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0631,Legend Club Management,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Legend+Club+Management+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0632,MATCHi,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=MATCHi+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0633,Meraki Sport & Entertainment,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Meraki+Sport+%26+Entertainment+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0634,MKTG Sports + Entertainment,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=MKTG+Sports+%2B+Entertainment+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0635,Octagon,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Octagon+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0636,OpenPlay,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=OpenPlay+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0637,Paciolan,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Paciolan+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0638,PerfectMind,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=PerfectMind+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0639,Playtomic,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Playtomic+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0640,Procam International,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,India,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,65,Medium,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Procam+International+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0641,Professional Triathletes Organisation,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Professional+Triathletes+Organisation+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0642,Punit Balan Group Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Punit+Balan+Group+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0643,Reliance Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Reliance+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0644,Right Formula,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Right+Formula+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0645,RISE Worldwide,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,India,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,65,Medium,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=RISE+Worldwide+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0646,Roc Nation Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Roc+Nation+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0647,Rock 'n' Roll Running Series,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Rock+%27n%27+Roll+Running+Series+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0648,RoundGlass Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=RoundGlass+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0649,RP-Sanjiv Goenka Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=RP-Sanjiv+Goenka+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0650,SeatGeek Enterprise,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Events & Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=SeatGeek+Enterprise+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0651,Secutix,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Secutix+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0652,Shrachi Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Shrachi+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0653,Spartan Race,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Spartan+Race+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0654,Sportfive,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Sportfive+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0655,SPORTFIVE Asia,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=SPORTFIVE+Asia+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0656,Sportseed,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Sportseed+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0657,Sportz Consult,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,India,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,65,Medium,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Sportz+Consult+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0658,Super League Triathlon,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Super+League+Triathlon+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0659,TeamUp,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=TeamUp+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0660,Tenvic Sports,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Tenvic+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0661,ThinkSport,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=ThinkSport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0662,Ticketmaster Sport,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Events & Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Ticketmaster+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0663,Tickets.com,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Events & Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Tickets.com+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0664,Tixr,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Tixr+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0665,Tough Mudder,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Tough+Mudder+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0666,Turf Town,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Turf+Town+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0667,Two Circles,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Two+Circles+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
